oute,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"I - Fun Corner","Lost Whiskey Wall > Lower Canyon > Saguaro Lake > Central Arizona > Arizona",https://www.mountainproject.com/route/117729619/i-fun-corner,3.0,-1,Boulder,V0+,1,20,33.56101,-111.51839
"Stick It or Slip It","Boulder Crooked Letter > Rose Canyon Entrance Boulders > 6 - Mid-Mountain > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/117316763/stick-it-or-slip-it,3.0,-1,Boulder,V2-,1,20,32.39791,-110.69151
"The Eagle?","Buffalo Park > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106208936/the-eagle,3.0,-1,Boulder,"V2-3 PG13",1,,35.2191,-111.6287
"Sentenced Traverse","Jailhouse Rock > Prison Camp (Gordon Hirabayashi) Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106609198/sentenced-traverse,3.0,-1,Boulder,V4,1,10,32.33325,-110.72501
"Wild Horses","Friends in LOW PLACES area > Crozier Canyon > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/114330685/wild-horses,3.0,-1,Boulder,V4,1,,35.46225,-113.67963
"Get Schwifty","Swerve Boulder > Linda Vista Bouldering > Linda Vista > Pusch Ridge > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/113447749/get-schwifty,3.0,-1,Boulder,V11+,1,35,32.3758,-110.951
"Complete Arête","Alley Rocks > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/110493564/complete-arete,3.0,-1,Boulder,V1,1,,34.46714,-112.43788
Yolanda,"Below Dadz CAMP > Crozier Canyon > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/114330843/yolanda,3.0,-1,Boulder,V4,1,,35.46435,-113.67105
"Project (Block Obama SDS)","The Cave > Hairpin Boulders > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106610348/project-block-obama-sds,3.0,-1,Boulder,V12-13,1,,32.31457,-110.74273
"Pussy Lip Sit Start","Another Roadside Attraction Area > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/112392032/pussy-lip-sit-start,3.0,-1,Boulder,V6,1,15,34.46863,-112.43852
"Tunnel NE","West Elden > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/113163331/tunnel-ne,3.0,-1,Boulder,V3,1,13,35.25598,-111.62377
"""Hold my Beer!"" slab","""Hold my Beer!"" wall > Mormon Trail > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/112382760/hold-my-beer-slab,3.0,-1,"TR, Boulder",V2,1,20,33.36097,-112.02378
"Gloria Steinem","Peanut Area > Gloria's > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/109070010/gloria-steinem,3.0,-1,Boulder,V2,1,20,35.232,-111.6245
"D - Fun Face climbing","Lost Whiskey Wall > Lower Canyon > Saguaro Lake > Central Arizona > Arizona",https://www.mountainproject.com/route/117729493/d-fun-face-climbing,3.0,-1,Boulder,V0,1,20,33.56101,-111.51839
"Lazy Sunday","The Cube > Gandalf's Gorge > Aspen Trail Boulders > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/114010493/lazy-sunday,3.0,-1,Boulder,"V2 PG13",1,20,32.42506,-110.75318
"Old Spice","Felch Boulder / Mini Half-Dome > Secret Gully > 5 - Windy Ridge > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/113637445/old-spice,3.0,-1,Boulder,V3,1,15,32.38219,-110.69151
"Dune Buggy","The Catacombs > Mormon Trail > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/112176319/dune-buggy,3.0,-1,Boulder,V5,1,16,33.35881,-112.02377
"H - Face climb","Lost Whiskey Wall > Lower Canyon > Saguaro Lake > Central Arizona > Arizona",https://www.mountainproject.com/route/117729598/h-face-climb,3.0,-1,Boulder,V2,1,20,33.56101,-111.51839
"Crocker Corner","River Crag > Upper Canyon > Saguaro Lake > Central Arizona > Arizona",https://www.mountainproject.com/route/117812077/crocker-corner,3.0,-1,Boulder,V2+,1,25,33.56101,-111.51838
"Wurm Gyrms","Red Dragon Trail > Dragon Eggz > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/112567575/wurm-gyrms,3.0,-1,Boulder,V8,1,20,35.23547,-111.61154
Shipwreck,"Shipwreck Boulder > Mormon Trail > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/111442935/shipwreck,3.0,-1,Boulder,V3,1,13,33.36134,-112.02438
"Geddy Lee","Apex area > Fatmans Loop > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/113623871/geddy-lee,3.0,-1,Boulder,V5-6,1,13,35.24711,-111.6067
"Eviction Notice","Behind the Dihedral > Linda Vista Bouldering > Linda Vista > Pusch Ridge > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/113447642/eviction-notice,3.0,-1,Boulder,V11,1,15,32.3758,-110.951
"Rural Metro","Prieta Boulder > Copper Basin / Thumb Butte Loop > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/113847154/rural-metro,3.0,-1,Boulder,V4,1,10,34.50863,-112.5564
"Manring Face","River Crag > Upper Canyon > Saguaro Lake > Central Arizona > Arizona",https://www.mountainproject.com/route/117812131/manring-face,3.0,-1,Boulder,V1+,1,25,33.56101,-111.51838
"Meat Hook","Atlantis > Oak Flats > Queen Creek Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/108001347/meat-hook,3.0,-1,Boulder,V3,1,12,33.3023,-111.0561
"Zschiesche's Problem?","Layback Rock > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/110493635/zschiesches-problem,3.0,-1,Boulder,V8,1,,34.46733,-112.43804
"F - Varnished Face","Lost Whiskey Wall > Lower Canyon > Saguaro Lake > Central Arizona > Arizona",https://www.mountainproject.com/route/117729559/f-varnished-face,3.0,-1,Boulder,V1,1,25,33.56101,-111.51839
"Long Traverse","Lower Boulders > Silverbell Boulders - Closed to all > Tucson Area Bouldering > Southern Arizona > Arizona",https://www.mountainproject.com/route/111649510/long-traverse,3.0,-1,Boulder,V3,1,30,32.39555,-111.14394
"No Man's Land","Molino Basin Boulders > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106609300/no-mans-land,3.0,-1,Boulder,"V3 R",1,25,32.33746,-110.69046
"Boxing Glove Boulder","Lower Midgley Wash > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107220984/boxing-glove-boulder,3.0,-1,Boulder,V3,1,,34.88934,-111.75151
Swerve,"Swerve Boulder > Linda Vista Bouldering > Linda Vista > Pusch Ridge > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/113447704/swerve,3.0,-1,Boulder,V7,1,20,32.3758,-110.951
"Pumping Romex","Heart Cave and Surroundings > Gloria's > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106906533/pumping-romex,3.0,-1,Boulder,"V3+ PG13",1,18,35.232,-111.6245
"""Hold my Beer!"" crack","""Hold my Beer!"" wall > Mormon Trail > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/112382786/hold-my-beer-crack,3.0,-1,Boulder,V1,1,20,33.36097,-112.02378
Blissium,"Road Area > Oak Flats > Queen Creek Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/106959995/blissium,3.0,-1,Boulder,V9,1,15,33.3019,-111.0532
"Every Coyote","Creek Boulder > Pima Canyon Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/111863757/every-coyote,3.0,-1,Boulder,V5,1,10,33.35591,-112.01373
"Perfect hand crack","BA Wash > Rowe well Road and Bright Angel Wash > Grand Canyon Bouldering > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/111720148/perfect-hand-crack,3.0,-1,Boulder,V4,1,,36.00078,-112.21398
"Unknown, Triple Mantles","Alphabet Boyz Boulder > Linda Vista Bouldering > Linda Vista > Pusch Ridge > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/113447618/unknown-triple-mantles,3.0,-1,Boulder,V3,1,22,32.3758,-110.951
"Syrup Spilla","Roof > Hairpin Boulders > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/112363222/syrup-spilla,3.0,-1,Boulder,"V7-8 R",1,,32.31457,-110.74273
"Sitting Bull","The BreezeBlocks > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/111491839/sitting-bull,3.0,-1,Boulder,V2,1,15,34.87618,-111.72299
"Jaws of Justice","Beer Bong Boulder > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/109221222/jaws-of-justice,3.0,-1,Boulder,V8,1,15,33.7416,-112.17519
"Chalk Chakra","Alignment Boulder > East Side (Up the Hill) > Antelope Pass > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/112191927/chalk-chakra,3.0,-1,Boulder,V3,1,15,36.65705,-111.63178
"007 License to Crimp","Art Boulder > Linda Vista Bouldering > Linda Vista > Pusch Ridge > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/113447553/007-license-to-crimp,3.0,-1,Boulder,V9,1,15,32.3758,-110.951
"Zig zag","Salome > Central Arizona > Arizona",https://www.mountainproject.com/route/108770129/zig-zag,3.0,-1,Boulder,"V7 R",1,35,33.8501,-113.68748
"Lord of the Flies","Gollum's > Gandalf's Gorge > Aspen Trail Boulders > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/113505675/lord-of-the-flies,3.0,-1,Boulder,V9,1,10,32.42506,-110.75318
Shift,"Swerve Boulder > Linda Vista Bouldering > Linda Vista > Pusch Ridge > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/113447719/shift,3.0,-1,Boulder,V9,1,,32.3758,-110.951
Lowballer,"Rowe well Road cluster > Rowe well Road and Bright Angel Wash > Grand Canyon Bouldering > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/111720106/lowballer,3.0,-1,Boulder,V6,1,8,36.03257,-112.17479
"Art School Dropouts","Art Boulder > Linda Vista Bouldering > Linda Vista > Pusch Ridge > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/113447560/art-school-dropouts,3.0,-1,Boulder,V6,1,,32.3758,-110.951
"The Mollusk","Lizard Boulders > 5 - Windy Ridge > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/112573435/the-mollusk,3.0,-1,Boulder,V0,1,15,32.3751,-110.70681
"Soren Like an Alex","Soren Like an Alex > Linda Vista Bouldering > Linda Vista > Pusch Ridge > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/113497409/soren-like-an-alex,3.0,-1,Boulder,V2,1,6,32.3758,-110.951
Prow,"BA Wash > Rowe well Road and Bright Angel Wash > Grand Canyon Bouldering > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/111720156/prow,3.0,-1,Boulder,V8,1,,36.00078,-112.21398
"JoJo's High Chair","Upper Midgley Wash > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107882511/jojos-high-chair,3.0,-1,Boulder,V4-5,1,15,34.88372,-111.75427
"Flyin Brian","East Elden (Below Lost Elden) > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107853413/flyin-brian,3.0,-1,Boulder,V4,1,10,35.24711,-111.6067
Equilibrium,"Salome > Central Arizona > Arizona",https://www.mountainproject.com/route/108380931/equilibrium,3.0,-1,Boulder,"V8 PG13",1,15,33.8501,-113.68748
"A Dog Knows","B.  The Whining Dog Wall > The Drysdale Trail > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/111612647/a-dog-knows,3.0,-1,Boulder,V0+,1,,35.11562,-111.58651
"Triforce of Courage","DWS West Side > DWS East Clear Creek > East Clear Creek > Winslow- Hwy’s 87 & 99 Corridors > Northern Arizona > Arizona",https://www.mountainproject.com/route/109117821/triforce-of-courage,3.0,-1,Boulder,V3-,1,45,34.96125,-110.65969
"Engineering Disaster","ASU main campus > Phoenix Area Buildering > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/107264453/engineering-disaster,3.0,-1,Boulder,V1,1,10,33.5046,-112.077
"Gulf of Mosquitos Right","Upper Midgley Wash > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107220610/gulf-of-mosquitos-right,3.0,-1,Boulder,V4,1,12,34.88372,-111.75427
"Ice Pick","Thor's Chasm > Watson Lake Bouldering > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/110475992/ice-pick,3.0,-1,Boulder,V4,1,25,34.59503,-112.4187
"Mantle Up B*tch","Lost World > Copper Basin / Thumb Butte Loop > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/110812615/mantle-up-btch,3.0,-1,Boulder,V0+,1,5,34.53796,-112.55684
"Pain train","Salome > Central Arizona > Arizona",https://www.mountainproject.com/route/108064174/pain-train,3.0,-1,Boulder,V6,1,10,33.8501,-113.68748
"Wide Open Gasch","Thor's Chasm > Watson Lake Bouldering > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/110476094/wide-open-gasch,3.0,-1,Boulder,V8-9,1,25,34.59503,-112.4187
"The Downward Dog Traverse","B.  The Whining Dog Wall > The Drysdale Trail > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/111612634/the-downward-dog-traverse,3.0,-1,Boulder,V2,1,45,35.11562,-111.58651
"Been Done","Wolf Creek Boulders > Wolf Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/108534191/been-done,3.0,-1,Boulder,V4,1,10,34.45755,-112.44839
Superman,"ASU main campus > Phoenix Area Buildering > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/107264395/superman,3.0,-1,Boulder,V3-4,1,15,33.5046,-112.077
"Pinky Swear","Upper Midgley Wash > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107220934/pinky-swear,3.0,-1,"TR, Boulder","V3 R",1,25,34.88372,-111.75427
"Careful Business","ASU main campus > Phoenix Area Buildering > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/107264438/careful-business,3.0,-1,Boulder,V2,1,15,33.5046,-112.077
"Alpa Chino","Joel's House > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/109717692/alpa-chino,3.0,-1,Boulder,V6,1,18,33.7438,-112.17553
"Pink Shorty","Arivaca Lake > Southern Arizona > Arizona",https://www.mountainproject.com/route/106365857/pink-shorty,3.0,-1,Boulder,V1,1,15,32.2534,-110.9237
"HCB - Sidepulls","Heart Cave and Surroundings > Gloria's > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106074700/hcb-sidepulls,2.8,-1,Boulder,V4+,1,12,35.232,-111.6245
"Rancho Arete","Stone Canyon > Southern Arizona > Arizona",https://www.mountainproject.com/route/110471606/rancho-arete,3.0,-1,Boulder,V6,1,12,32.49233,-110.94842
Dericious,"The Hair Pin > Blue Ridge Reservoir > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107464064/dericious,3.0,-1,Boulder,V1-,1,,34.5549,-111.1952
"The Deer Cave","Solitude Canyon > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106177637/the-deer-cave,3.0,-1,Boulder,V5,1,20,35.23975,-111.61935
"Ride the Wave","The Block > Lakeview Campground > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/108756935/ride-the-wave,3.0,-1,Boulder,V3,1,12,35.0678,-111.4967
"The Florito Family Stairway Right","ASU main campus > Phoenix Area Buildering > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/107264414/the-florito-family-stairway-right,3.0,-1,Boulder,V3-4,1,,33.5046,-112.077
"Pleeze Don't Cry","PPG Rock > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106928529/pleeze-dont-cry,3.0,-1,"TR, Boulder","5.10a V2",1,25,32.44073,-110.78727
"Scarred For Life","Another Roadside Attraction Area > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/110501826/scarred-for-life,3.0,-1,Boulder,V0,1,15,34.46863,-112.43852
Oberon,"South Mountin Tower areas > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/108098838/oberon,3.0,-1,Boulder,V2,1,6,33.34213,-112.07597
"Butterfly whisperer","The Boat Launch Boulders > Blue Ridge Reservoir > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107666833/butterfly-whisperer,3.0,-1,Boulder,V1,1,13,34.5549,-111.1952
Godzirra,"The Boat Launch Boulders > Blue Ridge Reservoir > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107666787/godzirra,3.0,-1,Boulder,V0,1,25,34.5549,-111.1952
"Asian equalization","The Boat Launch Boulders > Blue Ridge Reservoir > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107666810/asian-equalization,3.0,-1,Boulder,V1,1,10,34.5549,-111.1952
"A Clockwork Orange","Clockwork Orange Arete > West Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107703459/a-clockwork-orange,3.0,-1,Boulder,V3,1,15,35.0661,-111.6999
"Crystal Witches","Thor's Chasm > Watson Lake Bouldering > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/110475979/crystal-witches,3.0,-1,Boulder,V3,1,25,34.59503,-112.4187
"Little Guy","Javelina Cave and the A Frame > Silverbell Boulders - Closed to all > Tucson Area Bouldering > Southern Arizona > Arizona",https://www.mountainproject.com/route/106649077/little-guy,3.0,-1,Boulder,V7,1,10,32.39552,-111.14302
"Dirty Diamonds","Gerdame/Alien Baby Boulder > The Anvil Boulders > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107231076/dirty-diamonds,3.0,-1,Boulder,"V5+ PG13",1,20,34.87231,-111.75381
Dragonforce,"Main Drainage > Dragon Eggz > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/109978256/dragonforce,3.0,-1,Boulder,V5,1,18,35.23506,-111.61395
"Dirty Hole","Upper Midgley Wash > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107220681/dirty-hole,3.0,-1,Boulder,V3,1,16,34.88372,-111.75427
"Magic Static","West Elden > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/109891198/magic-static,3.0,-1,Boulder,"V5+ R",1,25,35.25598,-111.62377
"BMMFP (Bob Murray Memorial Face Problem)","BMMFP Boulder > The Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona",https://www.mountainproject.com/route/107557739/bmmfp-bob-murray-memorial-face-problem,3.0,-1,Boulder,V2,1,12,32.3497,-111.149
Wormy,"Den Boulder > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/107928355/wormy,3.0,-1,Boulder,V0,1,8,33.74143,-112.1726
"Sexual Cannabalism","Widow Maker wall > The Workshop and Widow Maker Walls > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110345022/sexual-cannabalism,3.0,-1,Boulder,V0-1,1,15,35.1134,-111.5806
"Hot Coffee","Solitude Canyon > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107478992/hot-coffee,3.0,-1,Boulder,V5,1,15,35.23975,-111.61935
"Wood Grub","Main Drainage > Dragon Eggz > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/109978384/wood-grub,3.0,-1,Boulder,V4,1,20,35.23506,-111.61395
"Emerald Forest","Solitude Canyon > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106174765/emerald-forest,3.0,-1,Boulder,V2,1,18,35.23975,-111.61935
Elliot,"Elliot Boulder > Gloria's > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106642172/elliot,3.0,-1,Boulder,"V4 R",1,18,35.232,-111.6245
Microscopic,"Beer Bong Boulder > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/105952610/microscopic,3.0,-1,Boulder,V8-9,1,15,33.7416,-112.17519
"Underframe Traverse","Javelina Cave and the A Frame > Silverbell Boulders - Closed to all > Tucson Area Bouldering > Southern Arizona > Arizona",https://www.mountainproject.com/route/106610703/underframe-traverse,3.0,-1,Boulder,V7,1,25,32.39552,-111.14302
Latrodectus,"Widow Maker wall > The Workshop and Widow Maker Walls > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110344986/latrodectus,3.0,-1,Boulder,V0,1,15,35.1134,-111.5806
"Saddlebag Traverse","Saddle Boulders > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/111385018/saddlebag-traverse,3.0,-1,Boulder,V6,1,25,33.74111,-112.17375
"Concho Eliminate","Saddle Boulders > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/109491435/concho-eliminate,3.0,-1,Boulder,"V3 PG13",1,10,33.74111,-112.17375
"To The Rescue","Widow Maker wall > The Workshop and Widow Maker Walls > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110344954/to-the-rescue,3.0,-1,Boulder,V0-,1,15,35.1134,-111.5806
"Dark Tranquility","Main Drainage > Dragon Eggz > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/109974170/dark-tranquility,3.0,-1,Boulder,V2,1,22,35.23506,-111.61395
"Say What?","Widow Maker wall > The Workshop and Widow Maker Walls > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110345173/say-what,3.0,-1,Boulder,V1,1,15,35.1134,-111.5806
"Left Of Center","The Center Pinche Area > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106972919/left-of-center,3.0,-1,Boulder,V2,1,20,35.0665,-112.0517
"Those Who Bear the Mark","The 8B Boulder > Gandalf's Gorge > Aspen Trail Boulders > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/108878482/those-who-bear-the-mark,3.0,-1,Boulder,V1-2,1,,32.42506,-110.75318
"Give Me Three Coffins Brother","Widow Maker wall > The Workshop and Widow Maker Walls > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110344945/give-me-three-coffins-brother,3.0,-1,Boulder,V0+,1,15,35.1134,-111.5806
Project,"Tough Landing > Hairpin Boulders > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106650275/project,3.0,-1,Boulder,V10+,1,,32.31457,-110.74273
"Gonna Take A Miracle","Widow Maker wall > The Workshop and Widow Maker Walls > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110344803/gonna-take-a-miracle,3.0,-1,Boulder,V2,1,20,35.1134,-111.5806
"A Painful Truth","Thor's Chasm > Watson Lake Bouldering > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/110476023/a-painful-truth,3.0,-1,Boulder,V4,1,25,34.59503,-112.4187
Westright,"Beer Bong Boulder > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/109077982/westright,3.0,-1,Boulder,V3,1,13,33.7416,-112.17519
Demonology,"Thor's Chasm > Watson Lake Bouldering > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/110476015/demonology,3.0,-1,Boulder,V6,1,25,34.59503,-112.4187
