oute,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Sloper Problem (aka The Impossible Undercling)","Trailer Park > East Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106296806/sloper-problem-aka-the-impossible-undercling,3.2,-1,Boulder,V5,1,12,35.0655,-111.6959
"Aloha Far Left","Trailer Park > East Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106272801/aloha-far-left,2.2,-1,Boulder,V3,1,12,35.0655,-111.6959
"Righteous Beast","Beast Boulder > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona",https://www.mountainproject.com/route/106589551/righteous-beast,3.4,-1,Boulder,V6+,1,30,32.3435,-111.1586
Evolution,"Atlantis > Oak Flats > Queen Creek Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/106959085/evolution,3.4,-1,Boulder,V6,1,15,33.3023,-111.0561
"Flying Fish","Moonstone, Leg Lock Rock, Bolt Rock Area > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/110493542/flying-fish,3.4,-1,Boulder,V0+,1,,34.46766,-112.43789
"Tsunami Arete","Entrance Boulders > Pima Canyon Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/106672241/tsunami-arete,2.7,-1,Boulder,V4,1,,33.35761,-112.00958
"Pinball Wizard","The Warm-Up Wall > East Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110839979/pinball-wizard,3.4,-1,Boulder,V3,1,12,35.0655,-111.6959
Fucktard,"Fucktard Boulder > Priest Draw > Priest Draw > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106132823/fucktard,2.4,-1,Boulder,V5-,1,10,35.0819,-111.601
"Pencil Thin Flake","Beardsley Boulders > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/106408427/pencil-thin-flake,3.1,-1,Boulder,V5,1,15,33.68234,-112.04284
"El Shannon","Rad Rocks and Mystery Stump Areas > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/106917490/el-shannon,3.3,-1,Boulder,V7,1,,34.46757,-112.43804
"Lob Job","Moonstone, Leg Lock Rock, Bolt Rock Area > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/106950431/lob-job,3.3,-1,Boulder,V6,1,,34.46766,-112.43789
"Touched By An Uncle","Arkansas & Traverse Wall > East Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106550609/touched-by-an-uncle,3.3,-1,Boulder,V6-,1,15,35.0655,-111.6959
"Laid Back","Trailer Park > East Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107008060/laid-back,2.9,-1,Boulder,V4,1,10,35.0655,-111.6959
"Plaque Wall Arete","Welcome Boulder A.K.A. Triangle Boulder > Priest Draw > Priest Draw > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/112274027/plaque-wall-arete,2.4,-1,Boulder,V2,1,12,35.08202,-111.59841
"Jolly Roger","Upper West > Middle Elden > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/115419719/jolly-roger,3.5,-1,Boulder,V6,1,20,35.2312,-111.6033
"Unnamed V3","Beardsley Boulders > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/108109624/unnamed-v3,3.5,-1,"TR, Boulder","5.11+ V3",1,25,33.68234,-112.04284
"Public Enema","Public Enema Roof > Equestrian Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/116598654/public-enema,3.5,-1,Boulder,V8,1,,33.3438,-112.01244
"Iron Monkey","Donkey Punch Area > East Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106293482/iron-monkey,2.9,-1,Boulder,V2-3,1,12,35.0655,-111.6959
"Lot Lizard","Hooker Boulder > Equestrian Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/116598701/lot-lizard,3.5,-1,Boulder,V5,1,,33.34354,-112.0129
"Crimp Master Funk","Delusions of Grandeur Boulder > Equestrian Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/116209691/crimp-master-funk,3.5,-1,Boulder,V5,1,,33.34308,-112.01062
"Escape Pod","Moon Roof > Priest Draw > Priest Draw > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/114400019/escape-pod,3.5,-1,Boulder,V5,1,12,35.07963,-111.61653
"The Mattson Problem","Buffalo Park > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107464611/the-mattson-problem,3.5,-1,Boulder,V10,1,15,35.2191,-111.6287
"The Prow","Beardsley Boulders > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/107406024/the-prow,2.6,-1,Boulder,V3,1,8,33.68234,-112.04284
"Classic Crack","The Wave Area > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/107143902/classic-crack,2.6,-1,Boulder,V2,1,10,34.46757,-112.43804
"Street Fighter","Parking Area Bouldering > Priest Draw > Priest Draw > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106416935/street-fighter,3.1,-1,Boulder,V7,1,30,35.08201,-111.6004
"Slip n' Slide","Gerdame/Alien Baby Boulder > The Anvil Boulders > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106603801/slip-n-slide,3.5,-1,Boulder,V4,1,20,34.87231,-111.75381
"Big Bad Wolf","Matterhorn Boulder > 5 - Windy Ridge > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106534093/big-bad-wolf,3.5,-1,Boulder,V9,1,,32.38275,-110.69383
"Sloper Traverse","Free Willy/Lazer Cut Boulder > The Anvil Boulders > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/108824028/sloper-traverse,3.5,-1,Boulder,V5+,1,20,34.87282,-111.75338
"Indian Summer","The 8B Boulder > Gandalf's Gorge > Aspen Trail Boulders > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/108878491/indian-summer,3.5,-1,Boulder,V11-12,1,,32.42506,-110.75318
"DJ's Dyno","Davey Jones Locker > Oak Flats > Queen Creek Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/106959157/djs-dyno,3.5,-1,Boulder,V5,1,18,33.3026,-111.0546
Fingerf*ck,"Layback Rock > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/108529548/fingerfck,3.5,-1,Boulder,V7,1,14,34.46733,-112.43804
"The Exhumer","Viet Springs > San Francisco Peak's > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107206256/the-exhumer,3.5,-1,Boulder,V3,1,18,35.30682,-111.71292
Smaug,"Main Drainage > Dragon Eggz > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/109977869/smaug,3.5,-1,Boulder,V6,1,12,35.23506,-111.61395
"Harriet Tubman's Gonna Carry me Home","I. Long Ryders Wall > The Drysdale Trail > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107399809/harriet-tubmans-gonna-carry-me-home,3.5,-1,Boulder,V6-7,1,,35.1124,-111.57935
"Sit up Stand up","Buffalo Park > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106371310/sit-up-stand-up,3.5,-1,Boulder,V1-2,1,10,35.2191,-111.6287
"Fire Walk With Me","Ronald's Chasm > Aspen Trail Boulders > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/112828902/fire-walk-with-me,3.5,-1,Boulder,"V8 PG13",1,20,32.42703,-110.75389
Magic,"New Outfromunder Boulders > Thumb Butte Boulders > In-Town Bouldering > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/112333063/magic,3.5,-1,Boulder,V2,1,15,34.5493,-112.5232
Sardaukar,"South Mountin Tower areas > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/107669809/sardaukar,3.5,-1,Boulder,V6+,1,9,33.34213,-112.07597
"Liberty Rail","Layback Rock > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/110493619/liberty-rail,3.5,-1,Boulder,V6+,1,,34.46733,-112.43804
"Impossible Traverse","Flora Street > In-Town Bouldering > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/106675321/impossible-traverse,3.5,-1,Boulder,V8,1,,34.56698,-112.48805
"The Florito Family Stairway Left","ASU main campus > Phoenix Area Buildering > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/107264403/the-florito-family-stairway-left,3.5,-1,Boulder,V1-2,1,10,33.5046,-112.077
"Cannabis Maximus","A. The Gateway Wall > The Drysdale Trail > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110316531/cannabis-maximus,3.5,-1,Boulder,V2-3,1,21,35.1158,-111.5868
Hummingbird,"Beer Bong Boulder > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/109138305/hummingbird,3.5,-1,Boulder,V2-3,1,20,33.7416,-112.17519
"Steel Driving Man","E. The Railroad Wall > The Drysdale Trail > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110318836/steel-driving-man,3.5,-1,Boulder,V2-3,1,15,35.11429,-111.58357
"Black Market Connissuer","A. The Gateway Wall > The Drysdale Trail > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110316715/black-market-connissuer,3.5,-1,Boulder,V2,1,15,35.1158,-111.5868
"The ladder","Amphitheater Boulder > 6 - Mid-Mountain > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106775880/the-ladder,3.5,-1,Boulder,V3,1,20,32.40962,-110.70488
"Destroyer of Worlds","The Pyramid > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona",https://www.mountainproject.com/route/106633485/destroyer-of-worlds,3.5,-1,Boulder,V5+,1,12,32.3435,-111.1586
Commando,"Buffalo Park > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106072217/commando,2.9,-1,Boulder,V4,1,10,35.2191,-111.6287
"The Beautician","Monster Roof > Priest Draw > Priest Draw > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/108382676/the-beautician,2.9,-1,Boulder,V4+,1,10,35.0819,-111.601
"Black Streak","Welcome Boulder A.K.A. Triangle Boulder > Priest Draw > Priest Draw > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106707215/black-streak,2.3,-1,Boulder,V3,1,,35.08202,-111.59841
"Hairpin Roof","Roof > Hairpin Boulders > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106610314/hairpin-roof,3.1,-1,Boulder,V6,1,,32.31457,-110.74273
"Nasal Cavity (Jump Start  Left)","The Amphitheatre > Pima Canyon Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/106680624/nasal-cavity-jump-start-left,3.1,-1,Boulder,"V3 PG13",1,,33.35623,-112.01248
"Slam Dunk","New Outfromunder Boulders > Thumb Butte Boulders > In-Town Bouldering > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/109021132/slam-dunk,3.1,-1,Boulder,V3,1,10,34.5493,-112.5232
"Broken Rubber","Gate's Pass > Tucson Area Bouldering > Southern Arizona > Arizona",https://www.mountainproject.com/route/106106251/broken-rubber,2.9,-1,Boulder,V6,1,,32.21669,-111.11127
"Cocaine Corner","The Amphitheatre > Pima Canyon Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/106680609/cocaine-corner,2.9,-1,Boulder,"V4 PG13",1,,33.35623,-112.01248
"The Submarine Traverse","The Brain Boulder A.K.A. The Warm Up Area > Howard Draw > Priest Draw > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/105971171/the-submarine-traverse,3.1,-1,Boulder,V3,1,35,35.0816,-111.5995
(1),"River Boulder > Aspen Trail Boulders > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106544924/1,2.8,-1,Boulder,V2+,1,12,32.42705,-110.75445
"Chinese Gangfight","Donkey Punch Area > East Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106155141/chinese-gangfight,2.8,-1,Boulder,V5,1,12,35.0655,-111.6959
"Crown of Thorns","Entrance Boulders > Pima Canyon Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/106671963/crown-of-thorns,2.6,-1,Boulder,V3,1,,33.35761,-112.00958
"Odin's Revenge","River Boulder > Aspen Trail Boulders > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/108872414/odins-revenge,3.1,-1,Boulder,V9-10,1,,32.42705,-110.75445
"Burger King","An Undercling Thing / Burger King Boulder > Gloria's > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106148046/burger-king,3.1,-1,Boulder,V4,1,15,35.232,-111.6245
"Dangling Wu Li Bastard","The Canyon Area > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/110836805/dangling-wu-li-bastard,2.9,-1,Boulder,V3,1,8,34.47058,-112.43789
"Taylor Is Gone","Parking Area Bouldering > Priest Draw > Priest Draw > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/114429008/taylor-is-gone,3.3,-1,Boulder,V9,1,12,35.08201,-111.6004
"Heart Cave","Heart Cave and Surroundings > Gloria's > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106074672/heart-cave,3.0,-1,Boulder,V5-6,1,20,35.232,-111.6245
"Compression Session","Gerdame/Alien Baby Boulder > The Anvil Boulders > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/114004542/compression-session,3.3,-1,Boulder,V8,1,10,34.87231,-111.75381
Lifestyles,"Lifestyles Rock > Satellite Areas > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/106299332/lifestyles,3.0,-1,Boulder,V5,1,12,34.53933,-112.44944
Keyhole,"Seeds n' Stems Boulder > The Anvil Boulders > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/109203436/keyhole,2.7,-1,Boulder,V2-,1,12,34.87147,-111.7534
"Das Boot","Beardsley Boulders > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/113913481/das-boot,3.3,-1,Boulder,V6-7,1,12,33.68234,-112.04284
"The Biscuit","Sunny Perch > Skyline Boulders > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/115880852/the-biscuit,3.3,-1,Boulder,V1,1,15,35.22846,-111.60908
"Slide Machine","The Laundry Basket > Council Rocks > West Stronghold Bouldering > West Stronghold > Cochise Stronghold > Southern Arizona > Arizona",https://www.mountainproject.com/route/116183727/slide-machine,3.3,-1,Boulder,V2,1,15,31.90406,-110.03361
"Pinch of Sugar","Seeds n' Stems Boulder > The Anvil Boulders > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106580732/pinch-of-sugar,2.7,-1,Boulder,V5,1,15,34.87147,-111.7534
"Poopship Destroyer","Seeds n' Stems Boulder > The Anvil Boulders > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107367271/poopship-destroyer,3.3,-1,Boulder,V7,1,15,34.87147,-111.7534
